order_id,store_id,city,partner_id,promised_time_min,actual_time_min,distance_one_way_km,distance_return_km,delay_reason
O50401,S118,Hyderabad,P2193,39.0,50,5.01,3.94,Partner Late
O50402,S118,Hyderabad,P2080,,19,1.82,1.35,
O50403,S123,Delhi,P2191,38.0,34,6.48,6.0,
O50404,S103,Bangalore,P2230,34.0,44,1.7,1.23,Traffic
O50405,S139,Mumbai,P2219,30.0,31,5.55,3.96,Traffic
O50406,S120,Delhi,P2085,39.0,45,6.53,5.88,Weather
O50407,S121,Hyderabad,P2184,25.0,23,5.36,5.19,
O50408,S136,Bangalore,P2142,16.0,28,7.44,8.12,Store Delay
O50409,S131,Delhi,P2276,29.0,27,2.1,1.54,
O50410,S130,Mumbai,P2127,32.0,43,6.68,6.26,System Issue
O50411,S110,Bangalore,P2047,33.0,39,7.3,6.7,Store Delay
O50412,S132,Delhi,P2140,24.0,23,7.21,6.54,
O50413,S137,Mumbai,P2159,30.0,50,7.12,5.4,Store Delay
O50414,S105,Delhi,P2028,29.0,23,5.17,4.32,
O50415,S137,Mumbai,P2102,23.0,33,0.56,0.49,Traffic
O50416,S128,Bangalore,P2216,36.0,40,6.44,5.04,Traffic
O50417,S126,Delhi,P2093,,25,5.39,4.44,Partner Late
O50418,S124,Hyderabad,P2232,29.0,33,0.59,0.65,Traffic
O50419,S107,Mumbai,P2212,33.0,33,4.26,4.06,
O50420,S114,Mumbai,P2000,34.0,44,1.99,2.17,Traffic
O50421,S107,Mumbai,P2152,26.0,28,3.16,2.27,Partner Late
O50422,S122,Mumbai,P2196,25.0,39,7.7,5.76,Partner Late
O50423,S126,Delhi,P2115,36.0,36,6.07,5.78,
O50424,S104,Hyderabad,P2224,25.0,31,2.29,2.44,Partner Late
O50425,S134,Delhi,P2005,17.0,25,1.93,1.72,Traffic
O50426,S121,Hyderabad,P2171,20.0,23,2.59,2.24,Store Delay
O50427,S116,Mumbai,P2279,36.0,41,1.43,1.24,Traffic
O50428,S125,Mumbai,P2104,21.0,21,5.17,5.19,
O50429,S116,Mumbai,P2242,33.0,33,2.42,2.51,
O50430,S115,Hyderabad,P2256,31.0,27,3.61,3.45,
O50431,S107,Mumbai,P2284,31.0,28,5.08,4.77,
O50432,S110,Bangalore,P2028,28.0,26,1.73,1.86,
O50433,S134,Delhi,P2030,38.0,37,5.42,5.68,
O50434,S116,Mumbai,P2056,34.0,42,6.24,5.84,Partner Late
O50435,S126,Delhi,P2027,24.0,38,1.47,1.11,Traffic
O50436,S101,Bangalore,P2254,22.0,19,6.13,6.11,
O50437,S120,Delhi,P2180,23.0,27,4.12,3.59,Partner Late
O50438,S108,Mumbai,P2271,34.0,47,3.42,3.41,Partner Late
O50439,S136,Bangalore,P2165,32.0,-10,2.81,2.77,Traffic
O50440,S106,Delhi,P2090,34.0,33,5.17,4.93,
O50441,S116,Mumbai,P2200,23.0,19,2.2,2.12,
O50442,S137,Mumbai,P2112,32.0,30,1.91,1.96,
O50443,S114,Mumbai,P2080,24.0,25,4.32,4.02,Partner Late
O50444,S129,Delhi,P2232,27.0,41,7.38,7.45,Traffic
O50445,S127,Bangalore,P2076,39.0,62,5.23,3.75,Weather
O50446,S100,Mumbai,P2178,33.0,51,2.35,2.41,Traffic
O50447,S137,Mumbai,P2014,18.0,31,6.28,5.17,Traffic
O50448,S123,Delhi,P2257,28.0,26,3.63,3.66,
O50449,S135,Bangalore,P2099,28.0,28,4.28,3.41,
O50450,S104,Hyderabad,P2147,28.0,31,4.46,3.61,System Issue
O50451,S112,Delhi,P2128,37.0,49,1.38,1.18,
O50452,S130,Mumbai,P2230,19.0,25,2.69,2.26,Store Delay
O50453,S137,Mumbai,P2123,25.0,31,2.82,2.42,Store Delay
O50454,S120,Delhi,P2225,35.0,33,6.23,6.44,
O50455,S132,Delhi,P2187,33.0,38,3.56,2.53,Partner Late
O50456,S103,Bangalore,P2218,15.0,24,2.76,2.26,Traffic
O50457,S125,Mumbai,P2090,26.0,28,5.55,6.02,Partner Late
O50458,S126,Delhi,P2177,16.0,14,5.37,5.55,
O50459,S138,Delhi,P2213,16.0,32,1.1,1.14,Traffic
O50460,S135,Bangalore,P2215,34.0,52,7.43,7.97,Traffic
O50461,S139,Mumbai,P2260,33.0,39,7.34,7.61,Traffic
O50462,S131,Delhi,P2210,39.0,49,4.2,4.6,Partner Late
O50463,S127,Bangalore,P2005,22.0,33,3.99,3.01,Traffic
O50464,S134,Delhi,P2016,38.0,44,6.29,5.71,
O50465,S120,Delhi,P2043,22.0,28,5.0,4.01,Store Delay
O50466,S114,Mumbai,P2209,24.0,46,1.83,1.34,Traffic
O50467,S134,Delhi,P2137,29.0,18,3.35,3.05,
O50468,S130,Mumbai,P2088,36.0,43,3.54,3.04,Traffic
O50469,S135,Bangalore,P2090,17.0,21,0.56,0.61,Partner Late
O50470,S105,Delhi,P2266,36.0,46,6.29,6.8,Traffic
O50471,S131,Delhi,P2138,32.0,37,5.17,5.29,Traffic
O50472,S120,Delhi,P2184,37.0,48,5.41,5.36,Traffic
O50473,S105,Delhi,P2082,38.0,53,3.61,3.74,Traffic
O50474,S103,Bangalore,P2155,31.0,29,1.95,1.49,
O50475,S131,Delhi,P2186,15.0,10,3.07,3.14,
O50476,S103,Bangalore,P2273,22.0,29,6.16,6.28,Partner Late
O50477,S130,Mumbai,P2206,16.0,17,3.01,2.52,Traffic
O50478,S107,Mumbai,P2186,34.0,49,2.92,2.89,Traffic
O50479,S109,Delhi,P2028,24.0,26,3.25,3.51,Store Delay
O50480,S110,Bangalore,P2057,21.0,17,3.02,2.58,
O50481,S120,Delhi,P2211,20.0,11,3.87,2.87,
O50482,S109,Delhi,P2283,26.0,33,5.14,5.34,Store Delay
O50483,S118,Hyderabad,P2095,30.0,16,1.44,1.53,
O50484,S137,Mumbai,P2011,20.0,27,2.16,2.12,
O50485,S127,Bangalore,P2265,24.0,24,5.36,5.04,
O50486,S136,Bangalore,P2159,37.0,44,2.54,1.99,Partner Late
O50487,S135,Bangalore,P2071,33.0,34,3.76,2.87,Partner Late
O50488,S121,Hyderabad,P2020,25.0,32,2.9,2.75,Traffic
O50489,S110,Bangalore,P2166,25.0,21,0.76,0.77,
O50490,S116,Mumbai,P2053,33.0,42,6.96,6.05,Traffic
O50491,S128,Bangalore,P2090,17.0,35,6.07,4.27,Partner Late
O50492,S105,Delhi,P2043,16.0,40,5.49,5.3,Partner Late
O50493,S126,Delhi,P2003,35.0,35,2.96,2.3,
O50494,S133,Delhi,P2264,22.0,24,4.13,3.0,Store Delay
O50495,S137,Mumbai,P2184,28.0,56,6.16,6.38,Partner Late
O50496,S102,Delhi,P2072,18.0,24,7.36,7.52,Store Delay
O50497,S134,Delhi,P2251,27.0,25,2.27,1.97,
O50498,S103,Bangalore,P2173,29.0,28,5.76,5.77,
O50499,S123,Delhi,P2055,32.0,43,5.78,4.52,Traffic
O50500,S102,Delhi,P2152,16.0,11,0.88,0.91,
O50501,S113,Mumbai,P2251,32.0,58,2.0,1.73,Traffic
O50502,S117,Delhi,P2066,39.0,-10,3.21,3.08,Partner Late
O50503,S102,Delhi,P2250,29.0,25,5.78,4.65,
O50504,S132,Delhi,P2174,21.0,25,7.63,5.9,Traffic
O50505,S102,Delhi,P2078,28.0,42,3.48,3.01,Partner Late
O50506,S137,Mumbai,P2278,37.0,54,3.71,3.76,Traffic
O50507,S116,Mumbai,P2192,32.0,36,0.95,0.91,Store Delay
O50508,S105,Delhi,P2138,26.0,28,6.91,6.82,Traffic
O50509,S136,Bangalore,P2260,29.0,33,6.16,5.59,System Issue
O50510,S109,Delhi,P2223,16.0,32,7.45,6.26,Store Delay
O50511,S127,Bangalore,P2279,24.0,24,1.13,0.97,
O50512,S121,Hyderabad,P2124,37.0,40,7.04,6.47,Traffic
O50513,S100,Mumbai,P2193,31.0,45,5.8,4.66,Store Delay
O50514,S104,Hyderabad,P2193,18.0,18,5.54,4.4,
O50515,S108,Mumbai,P2131,30.0,24,2.03,2.02,
O50516,S103,Bangalore,P2233,20.0,16,4.91,4.55,
O50517,S139,Mumbai,P2106,18.0,31,7.12,5.06,Store Delay
O50518,S104,Hyderabad,P2135,22.0,27,3.21,2.63,Partner Late
O50519,S133,Delhi,P2052,23.0,37,3.04,2.14,Partner Late
O50520,S117,Delhi,P2048,36.0,60,3.23,2.33,Partner Late
O50521,S112,Delhi,P2273,31.0,40,4.6,4.68,Store Delay
O50522,S122,Mumbai,P2061,36.0,38,1.87,1.36,Store Delay
O50523,S139,Mumbai,P2106,39.0,34,1.01,1.05,
O50524,S106,Delhi,P2199,36.0,40,5.15,4.94,Traffic
O50525,S101,Bangalore,P2188,24.0,28,0.74,0.61,Partner Late
O50526,S106,Delhi,P2199,26.0,26,7.66,6.95,
O50527,S130,Mumbai,P2146,26.0,33,6.68,6.55,Traffic
O50528,S133,Delhi,P2072,31.0,51,6.66,4.68,
O50529,S100,Mumbai,P2115,17.0,25,4.86,4.2,Store Delay
O50530,S116,Mumbai,P2144,38.0,46,3.52,2.75,Traffic
O50531,S138,Delhi,P2153,36.0,36,4.18,3.27,
O50532,S139,Mumbai,P2230,37.0,56,7.29,7.95,Traffic
O50533,S104,Hyderabad,P2101,35.0,28,4.6,5.02,
O50534,S108,Mumbai,P2068,22.0,28,0.97,1.01,Traffic
O50535,S131,Delhi,P2149,24.0,21,3.19,3.04,
O50536,S116,Mumbai,P2252,26.0,23,3.89,3.45,
O50537,S108,Mumbai,P2012,16.0,23,1.58,1.28,Traffic
O50538,S131,Delhi,P2227,34.0,65,6.43,5.14,Store Delay
O50539,S125,Mumbai,P2117,37.0,34,0.51,0.52,
O50540,S116,Mumbai,P2152,15.0,23,1.75,1.26,Traffic
O50541,S128,Bangalore,P2231,17.0,24,5.27,5.13,Traffic
O50542,S134,Delhi,P2298,18.0,29,6.2,5.62,Traffic
O50543,S102,Delhi,P2010,23.0,17,6.31,5.45,
O50544,S119,Mumbai,P2136,34.0,28,1.43,1.51,
O50545,S125,Mumbai,P2209,27.0,35,4.34,3.98,Store Delay
O50546,S113,Mumbai,P2019,27.0,51,6.51,5.63,Store Delay
O50547,S123,Delhi,P2119,39.0,36,4.47,4.57,
O50548,S101,Bangalore,P2189,25.0,29,0.68,0.65,System Issue
O50549,S137,Mumbai,P2240,24.0,43,1.98,1.89,Store Delay
O50550,S136,Bangalore,P2020,27.0,33,1.66,1.46,Partner Late
O50551,S104,Hyderabad,P2252,29.0,27,3.94,3.51,
O50552,S120,Delhi,P2159,16.0,21,7.12,7.45,Store Delay
O50553,S113,Mumbai,P2226,21.0,27,6.02,6.09,Traffic
O50554,S120,Delhi,P2189,18.0,21,2.96,2.34,Store Delay
O50555,S122,Mumbai,P2130,34.0,49,6.78,7.35,Store Delay
O50556,S112,Delhi,P2001,17.0,48,7.28,7.13,Traffic
O50557,S120,Delhi,P2144,23.0,34,5.79,5.06,
O50558,S108,Mumbai,P2245,16.0,22,3.23,3.19,Traffic
O50559,S101,Bangalore,P2257,26.0,19,2.86,3.07,
O50560,S123,Delhi,P2133,19.0,20,0.99,0.69,
O50561,S114,Mumbai,P2001,18.0,23,7.04,6.18,Store Delay
O50562,S120,Delhi,P2268,22.0,22,5.56,4.76,
O50563,S118,Hyderabad,P2165,26.0,33,7.98,7.24,Partner Late
O50564,S136,Bangalore,P2145,16.0,18,6.91,5.36,
O50565,S128,Bangalore,P2119,22.0,34,2.61,2.01,Traffic
O50566,S136,Bangalore,P2173,19.0,22,3.41,2.45,Traffic
O50567,S122,Mumbai,P2039,31.0,20,4.24,3.68,
O50568,S126,Delhi,P2008,30.0,21,0.77,0.75,
O50569,S139,Mumbai,P2001,19.0,11,2.6,2.36,
O50570,S120,Delhi,P2201,24.0,32,0.68,0.71,Traffic
O50571,S123,Delhi,P2146,29.0,30,2.58,2.73,Weather
O50572,S132,Delhi,P2051,39.0,33,7.61,5.45,
O50573,S102,Delhi,P2004,20.0,36,4.84,5.08,Traffic
O50574,S131,Delhi,P2114,32.0,30,4.42,4.44,
O50575,S117,Delhi,P2093,39.0,46,2.76,2.64,Store Delay
O50576,S109,Delhi,P2279,26.0,28,4.22,3.64,Store Delay
O50577,S135,Bangalore,P2136,21.0,36,4.01,4.2,
O50578,S133,Delhi,P2201,25.0,32,3.64,3.82,Traffic
O50579,S124,Hyderabad,P2029,23.0,29,2.65,2.7,Partner Late
O50580,S136,Bangalore,P2280,37.0,39,1.79,1.26,Store Delay
O50581,S101,Bangalore,P2029,26.0,19,4.87,3.62,
O50582,S127,Bangalore,P2089,16.0,32,6.2,5.09,Traffic
O50583,S134,Delhi,P2244,18.0,26,5.46,4.92,Weather
O50584,S127,Bangalore,P2010,27.0,40,2.75,2.19,Store Delay
O50585,S111,Bangalore,P2169,17.0,34,1.75,1.27,
O50586,S134,Delhi,P2103,37.0,47,7.58,5.98,
O50587,S104,Hyderabad,P2114,39.0,50,6.97,7.36,Traffic
O50588,S113,Mumbai,P2287,29.0,23,5.33,4.48,
O50589,S111,Bangalore,P2010,37.0,48,2.9,2.68,Store Delay
O50590,S103,Bangalore,P2135,21.0,22,5.43,4.92,Traffic
O50591,S134,Delhi,P2243,22.0,36,7.05,6.07,
O50592,S124,Hyderabad,P2242,26.0,24,7.43,5.33,
O50593,S118,Hyderabad,P2166,28.0,33,4.05,3.9,Traffic
O50594,S111,Bangalore,P2150,34.0,33,4.25,3.63,
O50595,S105,Delhi,P2097,25.0,21,5.56,4.83,
O50596,S129,Delhi,P2217,19.0,28,4.4,3.4,Store Delay
O50597,S136,Bangalore,P2292,26.0,27,0.51,0.41,Weather
O50598,S115,Hyderabad,P2065,38.0,40,4.52,3.64,Store Delay
O50599,S127,Bangalore,P2256,33.0,34,2.49,2.64,Traffic
O50600,S120,Delhi,P2010,18.0,21,7.47,6.19,Store Delay
O50601,S122,Mumbai,P2189,35.0,33,2.49,1.91,
O50602,S112,Delhi,P2144,32.0,39,3.33,3.39,Partner Late
O50603,S112,Delhi,P2119,30.0,25,5.19,5.69,
O50604,S101,Bangalore,P2021,39.0,46,1.27,1.12,Partner Late
O50605,S104,Hyderabad,P2253,22.0,19,7.24,7.81,
O50606,S130,Mumbai,P2103,32.0,41,1.13,1.03,Traffic
O50607,S135,Bangalore,P2242,25.0,39,1.08,0.88,Partner Late
O50608,S128,Bangalore,P2120,27.0,37,1.34,1.18,Store Delay
O50609,S119,Mumbai,P2247,22.0,27,4.49,4.13,Store Delay
O50610,S116,Mumbai,P2195,28.0,32,4.06,3.22,System Issue
O50611,S102,Delhi,P2193,22.0,25,1.73,1.29,Store Delay
O50612,S106,Delhi,P2094,16.0,40,2.67,2.01,Partner Late
O50613,S104,Hyderabad,P2092,26.0,27,4.83,5.3,Traffic
O50614,S102,Delhi,P2267,35.0,30,2.64,2.89,
O50615,S128,Bangalore,P2263,35.0,45,4.68,4.35,Traffic
O50616,S100,Mumbai,P2290,20.0,30,5.38,4.02,Store Delay
O50617,S134,Delhi,P2039,23.0,28,6.73,5.15,Partner Late
O50618,S132,Delhi,P2163,36.0,37,6.48,5.74,Store Delay
O50619,S103,Bangalore,P2097,15.0,16,6.61,5.11,Store Delay
O50620,S123,Delhi,P2226,29.0,41,3.74,2.99,Partner Late
O50621,S101,Bangalore,P2152,16.0,14,1.15,0.82,
O50622,S124,Hyderabad,P2257,27.0,45,3.02,2.31,Partner Late
O50623,S123,Delhi,P2204,25.0,43,3.95,3.75,Store Delay
O50624,S117,Delhi,P2022,26.0,19,3.83,2.93,
O50625,S122,Mumbai,P2115,39.0,49,1.76,1.51,Partner Late
O50626,S138,Delhi,P2169,19.0,33,5.14,5.41,Partner Late
O50627,S103,Bangalore,P2167,18.0,24,6.42,6.17,Traffic
O50628,S114,Mumbai,P2095,31.0,32,6.07,5.18,Traffic
O50629,S136,Bangalore,P2056,19.0,12,3.18,2.82,
O50630,S124,Hyderabad,P2032,35.0,40,7.66,5.9,Traffic
O50631,S109,Delhi,P2167,34.0,44,7.74,7.15,Traffic
O50632,S122,Mumbai,P2124,31.0,36,2.3,2.31,Store Delay
O50633,S122,Mumbai,P2202,17.0,17,6.71,6.01,
O50634,S133,Delhi,P2279,15.0,10,6.38,6.12,
O50635,S117,Delhi,P2154,38.0,57,0.97,0.73,Traffic
O50636,S121,Hyderabad,P2072,36.0,31,3.3,3.2,
O50637,S110,Bangalore,P2203,36.0,46,0.77,0.6,Store Delay
O50638,S118,Hyderabad,P2106,16.0,20,6.99,5.06,Store Delay
O50639,S112,Delhi,P2024,18.0,20,2.68,1.94,Weather
O50640,S117,Delhi,P2187,36.0,34,2.61,2.27,
O50641,S126,Delhi,P2186,26.0,34,3.39,3.56,Store Delay
O50642,S113,Mumbai,P2130,21.0,39,4.86,3.57,Traffic
O50643,S109,Delhi,P2007,24.0,37,5.14,5.51,Traffic
O50644,S138,Delhi,P2169,35.0,57,7.33,6.93,Traffic
O50645,S103,Bangalore,P2108,36.0,34,3.28,2.58,
O50646,S139,Mumbai,P2293,15.0,10,4.9,4.57,
O50647,S117,Delhi,P2234,33.0,39,5.14,4.84,Traffic
O50648,S109,Delhi,P2054,18.0,20,5.28,4.34,Traffic
O50649,S114,Mumbai,P2256,21.0,17,2.19,2.01,
O50650,S104,Hyderabad,P2214,20.0,18,2.8,2.44,
O50651,S111,Bangalore,P2021,18.0,23,4.6,4.44,Store Delay
O50652,S104,Hyderabad,P2221,32.0,23,2.98,2.98,
O50653,S119,Mumbai,P2242,39.0,64,4.89,4.63,Traffic
O50654,S100,Mumbai,P2039,39.0,46,4.64,3.8,Store Delay
O50655,S108,Mumbai,P2291,19.0,18,3.38,2.73,
O50656,S129,Delhi,P2195,30.0,37,6.65,7.22,Store Delay
O50657,S112,Delhi,P2270,28.0,53,2.45,1.97,Traffic
O50658,S132,Delhi,P2141,38.0,51,3.2,2.61,Partner Late
O50659,S120,Delhi,P2272,22.0,24,1.23,1.19,Store Delay
O50660,S119,Mumbai,P2003,27.0,34,6.3,4.42,Store Delay
O50661,S105,Delhi,P2228,33.0,43,5.02,5.45,Partner Late
O50662,S122,Mumbai,P2129,32.0,28,4.74,3.43,
O50663,S114,Mumbai,P2288,24.0,33,1.26,1.21,Partner Late
O50664,S134,Delhi,P2061,31.0,36,1.86,1.3,Partner Late
O50665,S139,Mumbai,P2096,25.0,26,6.32,5.32,Partner Late
O50666,S100,Mumbai,P2168,20.0,10,7.56,5.44,
O50667,S113,Mumbai,P2293,37.0,60,7.22,6.0,Store Delay
O50668,S104,Hyderabad,P2162,37.0,39,3.18,2.48,Traffic
O50669,S135,Bangalore,P2137,23.0,26,5.8,6.23,System Issue
O50670,S106,Delhi,P2241,39.0,53,1.18,0.94,Partner Late
O50671,S139,Mumbai,P2020,25.0,28,6.21,4.7,Traffic
O50672,S119,Mumbai,P2289,35.0,33,4.72,4.12,
O50673,S134,Delhi,P2048,36.0,36,3.01,2.52,
O50674,S117,Delhi,P2053,18.0,25,1.26,1.16,Traffic
O50675,S138,Delhi,P2157,26.0,29,6.98,6.26,
O50676,S138,Delhi,P2210,35.0,40,5.99,5.67,Store Delay
O50677,S108,Mumbai,P2296,23.0,36,1.57,1.24,Store Delay
O50678,S119,Mumbai,P2278,25.0,35,5.81,6.22,Traffic
O50679,S101,Bangalore,P2039,35.0,40,2.89,2.19,Traffic
O50680,S127,Bangalore,P2086,15.0,25,1.48,1.23,Store Delay
O50681,S117,Delhi,P2092,26.0,34,3.98,3.53,Store Delay
O50682,S106,Delhi,P2139,15.0,22,5.3,3.97,Weather
O50683,S118,Hyderabad,P2077,36.0,41,5.17,4.51,Traffic
O50684,S111,Bangalore,P2117,38.0,49,4.79,3.82,Partner Late
O50685,S119,Mumbai,P2095,22.0,29,1.79,1.65,Store Delay
O50686,S125,Mumbai,P2225,33.0,46,5.85,6.21,Store Delay
O50687,S113,Mumbai,P2257,29.0,33,3.95,3.57,System Issue
O50688,S105,Delhi,P2116,26.0,23,6.73,7.35,
O50689,S118,Hyderabad,P2245,21.0,18,5.65,4.51,
O50690,S128,Bangalore,P2007,30.0,22,2.7,1.9,
O50691,S122,Mumbai,P2075,27.0,24,7.41,7.94,
O50692,S108,Mumbai,P2012,21.0,21,2.13,1.9,
O50693,S118,Hyderabad,P2286,35.0,36,3.69,3.15,Traffic
O50694,S124,Hyderabad,P2003,35.0,52,4.13,3.58,Store Delay
O50695,S103,Bangalore,P2170,29.0,23,1.94,1.38,
O50696,S122,Mumbai,P2082,21.0,21,7.44,7.45,
O50697,S108,Mumbai,P2275,19.0,27,3.52,3.48,Partner Late
O50698,S116,Mumbai,P2034,17.0,12,4.39,4.8,
O50699,S117,Delhi,P2122,29.0,29,3.65,3.03,
O50700,S121,Hyderabad,P2298,35.0,60,4.48,3.87,Store Delay
O50701,S102,Delhi,P2208,26.0,34,2.1,2.23,Weather
O50702,S130,Mumbai,P2147,34.0,46,4.73,4.27,Partner Late
O50703,S107,Mumbai,P2206,26.0,25,5.26,4.2,
O50704,S121,Hyderabad,P2004,37.0,34,1.81,1.79,
O50705,S107,Mumbai,P2085,22.0,24,6.49,4.62,Traffic
O50706,S115,Hyderabad,P2071,18.0,33,1.9,1.36,Store Delay
O50707,S130,Mumbai,P2199,35.0,48,1.99,1.52,Weather
O50708,S124,Hyderabad,P2091,38.0,52,4.91,4.98,System Issue
O50709,S123,Delhi,P2063,39.0,29,4.67,4.49,
O50710,S122,Mumbai,P2041,36.0,44,0.5,0.52,
O50711,S113,Mumbai,P2031,22.0,21,7.61,6.1,
O50712,S127,Bangalore,P2223,19.0,41,4.47,3.52,Partner Late
O50713,S115,Hyderabad,P2022,32.0,34,3.67,2.91,Store Delay
O50714,S121,Hyderabad,P2208,15.0,16,5.09,3.96,Store Delay
O50715,S123,Delhi,P2012,19.0,33,2.25,2.42,Partner Late
O50716,S104,Hyderabad,P2021,21.0,24,4.73,3.6,System Issue
O50717,S114,Mumbai,P2023,33.0,35,0.6,0.49,Store Delay
O50718,S135,Bangalore,P2055,15.0,10,6.9,6.63,
O50719,S126,Delhi,P2135,17.0,10,1.06,0.97,
O50720,S125,Mumbai,P2115,36.0,39,0.96,0.79,Store Delay
O50721,S137,Mumbai,P2003,35.0,33,5.97,4.48,
O50722,S128,Bangalore,P2080,24.0,27,0.92,0.91,Traffic
O50723,S123,Delhi,P2008,26.0,36,7.98,7.16,Store Delay
O50724,S105,Delhi,P2231,25.0,33,7.94,6.33,Traffic
O50725,S109,Delhi,P2137,34.0,34,4.19,3.71,
O50726,S137,Mumbai,P2047,39.0,45,5.68,6.05,Traffic
O50727,S108,Mumbai,P2128,19.0,10,4.88,5.31,
O50728,S105,Delhi,P2213,23.0,16,1.1,1.2,
O50729,S113,Mumbai,P2153,34.0,41,7.52,5.89,Traffic
O50730,S114,Mumbai,P2124,36.0,43,2.56,2.15,Store Delay
O50731,S105,Delhi,P2264,38.0,38,1.69,1.47,
O50732,S108,Mumbai,P2123,33.0,47,5.73,4.84,Store Delay
O50733,S133,Delhi,P2179,21.0,21,0.71,0.53,
O50734,S134,Delhi,P2276,20.0,20,4.93,4.5,
O50735,S130,Mumbai,P2158,24.0,28,4.07,4.05,Partner Late
O50736,S100,Mumbai,P2143,36.0,30,4.31,3.2,
O50737,S109,Delhi,P2297,34.0,32,5.55,4.93,
O50738,S104,Hyderabad,P2015,39.0,40,2.61,2.41,Traffic
O50739,S132,Delhi,P2284,21.0,28,1.0,1.04,Traffic
O50740,S106,Delhi,P2098,15.0,18,7.18,7.59,Traffic
O50741,S129,Delhi,P2058,17.0,14,4.33,3.85,
O50742,S100,Mumbai,P2166,29.0,31,6.61,5.14,Traffic
O50743,S138,Delhi,P2143,24.0,35,1.83,1.88,Traffic
O50744,S100,Mumbai,P2281,22.0,23,5.87,4.44,Store Delay
O50745,S112,Delhi,P2058,24.0,38,2.53,2.35,Traffic
O50746,S109,Delhi,P2275,19.0,35,3.44,2.88,Store Delay
O50747,S138,Delhi,P2259,39.0,44,5.28,4.16,Store Delay
O50748,S126,Delhi,P2250,22.0,39,2.44,2.67,Store Delay
O50749,S129,Delhi,P2064,22.0,16,7.88,8.32,
O50750,S105,Delhi,P2204,31.0,32,5.69,4.46,Store Delay
O50751,S134,Delhi,P2093,26.0,38,2.13,2.09,Traffic
O50752,S125,Mumbai,P2248,27.0,43,7.36,6.18,Traffic
O50753,S102,Delhi,P2246,23.0,38,4.35,3.75,Partner Late
O50754,S116,Mumbai,P2030,32.0,44,1.73,1.48,Traffic
O50755,S117,Delhi,P2023,24.0,28,6.18,5.58,Traffic
O50756,S126,Delhi,P2269,29.0,26,0.59,0.43,
O50757,S123,Delhi,P2263,22.0,24,1.47,1.14,Traffic
O50758,S103,Bangalore,P2291,31.0,33,6.61,6.12,Traffic
O50759,S135,Bangalore,P2136,36.0,40,6.11,5.07,
O50760,S119,Mumbai,P2249,30.0,32,7.51,6.22,Weather
O50761,S134,Delhi,P2157,34.0,36,7.65,8.06,Store Delay
O50762,S123,Delhi,P2273,33.0,32,4.73,4.73,
O50763,S115,Hyderabad,P2003,24.0,24,5.48,4.84,
O50764,S124,Hyderabad,P2105,30.0,42,7.0,6.62,System Issue
O50765,S120,Delhi,P2196,28.0,49,3.61,3.83,Partner Late
O50766,S104,Hyderabad,P2258,22.0,24,3.38,3.56,Store Delay
O50767,S124,Hyderabad,P2288,18.0,40,5.21,4.4,Store Delay
O50768,S111,Bangalore,P2128,22.0,23,6.55,6.96,Traffic
O50769,S131,Delhi,P2171,30.0,38,5.32,5.15,Store Delay
O50770,S126,Delhi,P2120,15.0,10,5.9,6.3,
O50771,S110,Bangalore,P2280,25.0,46,6.29,5.57,Traffic
O50772,S127,Bangalore,P2133,17.0,38,2.96,2.82,Partner Late
O50773,S103,Bangalore,P2294,22.0,45,6.1,6.15,Traffic
O50774,S128,Bangalore,P2079,16.0,20,6.39,5.08,Traffic
O50775,S123,Delhi,P2199,29.0,21,7.03,6.48,
O50776,S113,Mumbai,P2116,29.0,35,5.99,4.7,System Issue
O50777,S138,Delhi,P2053,17.0,33,5.97,5.53,Store Delay
O50778,S108,Mumbai,P2051,17.0,27,4.51,3.61,Traffic
O50779,S139,Mumbai,P2068,17.0,13,3.92,3.79,
O50780,S123,Delhi,P2290,32.0,39,7.13,5.22,Store Delay
O50781,S127,Bangalore,P2165,31.0,35,2.73,2.1,Weather
O50782,S107,Mumbai,P2005,32.0,22,1.72,1.82,
O50783,S123,Delhi,P2176,39.0,47,4.7,4.31,Store Delay
O50784,S116,Mumbai,P2260,21.0,36,6.46,4.71,Store Delay
O50785,S107,Mumbai,P2100,37.0,35,6.47,6.5,
O50786,S105,Delhi,P2171,38.0,34,3.06,2.15,
O50787,S131,Delhi,P2295,24.0,31,6.32,5.2,Store Delay
O50788,S134,Delhi,P2261,26.0,31,3.66,3.0,Store Delay
O50789,S129,Delhi,P2219,30.0,31,5.71,5.88,Traffic
O50790,S117,Delhi,P2169,28.0,31,5.26,5.06,System Issue
O50791,S128,Bangalore,P2092,25.0,37,5.8,5.9,Weather
O50792,S100,Mumbai,P2102,35.0,56,4.46,4.39,Store Delay
O50793,S128,Bangalore,P2130,19.0,13,3.63,3.3,
O50794,S113,Mumbai,P2068,34.0,-10,6.47,5.76,Traffic
O50795,S124,Hyderabad,P2120,31.0,31,3.45,2.51,
O50796,S125,Mumbai,P2214,36.0,37,5.9,5.66,Traffic
O50797,S118,Hyderabad,P2234,28.0,25,1.44,1.27,
O50798,S112,Delhi,P2164,39.0,42,1.69,1.29,Traffic
O50799,S106,Delhi,P2236,39.0,46,1.47,1.4,Traffic
O50800,S100,Mumbai,P2147,29.0,29,4.8,3.7,
O50801,S126,Delhi,P2284,18.0,30,3.7,2.69,Traffic
O50802,S123,Delhi,P2200,15.0,14,3.62,3.5,
