order_id,partner_id,base_pay,incentive,earning,late_penalty,complaint_raised,complaint_reason
O52468,P2157,30,0,44.81,0,Yes,Wrong Order
O52469,P2152,30,10,73.61,0,No,
O52470,P2113,30,10,,0,No,
O52471,P2132,35,10,120.31,0,No,
O52472,P2051,40,0,38.64,20,No,
O52473,P2131,35,50,181.0,0,Yes,
O52474,P2207,25,20,96.7,20,No,
O52475,P2106,40,0,92.55,0,No,
O52476,P2226,35,50,155.57,0,Yes,Wrong Order
O52477,P2096,40,50,151.58,0,No,
O52478,P2077,25,50,105.22,0,Yes,Late Delivery
O52479,P2036,25,10,134.97,10,No,
O52480,P2136,25,10,48.82,0,No,
O52481,P2100,40,0,83.24,0,No,
O52482,P2017,30,0,61.28,0,No,
O52483,P2194,25,0,35.98,0,No,
O52484,P2163,35,0,62.22,0,No,
O52485,P2222,30,10,60.93000000000001,10,No,
O52486,P2096,35,20,68.6,10,No,
O52487,P2229,25,20,95.05,20,No,
O52488,P2035,40,10,139.51,0,Yes,Late Delivery
O52489,P2282,40,0,129.51,10,No,
O52490,P2083,30,50,142.98,0,No,
O52491,P2061,25,0,31.84,0,No,
O52492,P2222,40,10,92.72,20,Yes,Wrong Order
O52493,P2111,40,10,134.62,0,No,
O52494,P2278,35,20,65.06,0,No,
O52495,P2094,40,0,91.57,20,No,
O52496,P2033,30,50,115.93,0,Yes,
O52497,P2133,35,10,111.67,0,No,
O52498,P2013,35,0,109.33,0,Yes,Wrong Order
O52499,P2157,25,0,61.68000000000001,10,No,
O52500,P2076,35,0,92.77,0,Yes,Wrong Order
O52501,P2129,30,0,119.28,0,Yes,Late Delivery
O52502,P2054,30,50,120.33000000000001,10,No,
O52503,P2143,25,10,101.46,10,No,
O52504,P2069,40,20,140.63,0,No,
O52505,P2162,30,50,87.97,20,No,
O52506,P2216,30,10,132.1,0,No,
O52507,P2254,30,10,61.31,10,No,
O52508,P2000,25,50,156.56,0,No,
O52509,P2163,35,0,122.88999999999999,10,No,
O52510,P2271,40,20,76.62,0,No,
O52511,P2183,35,10,112.97,0,No,
O52512,P2012,25,0,34.49,0,No,
O52513,P2124,25,20,103.49,10,No,
O52514,P2008,25,0,25.46,10,No,
O52515,P2168,25,0,96.35,10,No,
O52516,P2257,35,50,126.75,0,No,
O52517,P2203,25,20,105.72,0,No,
O52518,P2098,30,0,125.41,10,No,
O52519,P2113,35,0,58.16,0,Yes,Rude Behavior
O52520,P2043,25,0,85.51,0,No,
O52521,P2212,25,0,127.09,0,No,
O52522,P2084,40,0,114.61,0,No,
O52523,P2055,30,10,120.08,0,No,
O52524,P2151,30,0,36.45,0,No,
O52525,P2094,25,20,120.4,0,Yes,Rude Behavior
O52526,P2089,30,0,102.38,0,No,
O52527,P2192,25,20,48.29,10,No,
O52528,P2269,35,20,107.19,10,Yes,Late Delivery
O52529,P2231,35,0,107.09,10,No,
O52530,P2226,25,0,31.66,0,No,
O52531,P2151,25,10,49.23,10,No,
O52532,P2279,40,0,68.71,0,No,
O52533,P2136,40,0,65.47,10,No,
O52534,P2156,35,0,129.6,0,No,
O52535,P2287,35,50,166.81,0,No,
O52536,P2070,30,0,53.39,0,No,
O52537,P2146,30,50,116.87,0,No,
O52538,P2136,40,10,112.42,0,No,
O52539,P2210,35,0,80.89,10,No,
O52540,P2142,35,0,39.2,10,No,
O52541,P2286,40,50,120.94999999999999,10,No,
O52542,P2260,40,0,87.64,20,No,
O52543,P2246,40,0,123.37,0,No,
O52544,P2123,40,0,121.37,0,No,
O52545,P2151,25,10,104.22,0,No,
O52546,P2014,30,0,31.490000000000002,20,No,
O52547,P2097,35,0,113.38,10,No,
O52548,P2135,40,0,31.82,20,No,
O52549,P2229,35,50,146.26,0,No,
O52550,P2096,25,0,29.549999999999997,10,Yes,Late Delivery
O52551,P2275,40,10,58.67,10,No,
O52552,P2031,40,20,120.49,0,Yes,Late Delivery
O52553,P2194,25,0,33.95,10,No,
O52554,P2276,25,20,56.019999999999996,10,No,
O52555,P2138,30,0,81.62,10,No,
O52556,P2247,25,10,99.87,0,No,
O52557,P2001,25,0,46.89,0,No,
O52558,P2197,30,10,85.55,10,Yes,Late Delivery
O52559,P2268,25,10,31.43,20,No,
O52560,P2076,40,0,124.99,0,No,
O52561,P2211,40,20,85.09,0,No,
O52562,P2295,35,10,107.56,0,No,
O52563,P2136,40,0,109.76,0,Yes,
O52564,P2165,25,10,84.13,0,No,
O52565,P2139,40,50,134.68,0,Yes,Wrong Order
O52566,P2249,25,0,60.989999999999995,20,No,
O52567,P2121,30,0,50.33,20,No,
O52568,P2029,25,0,54.43,0,Yes,Wrong Order
O52569,P2268,35,0,88.1,20,Yes,Late Delivery
O52570,P2118,25,0,46.48,0,Yes,Late Delivery
O52571,P2282,25,10,115.61,0,Yes,Late Delivery
O52572,P2234,25,20,134.37,10,No,
O52573,P2064,35,10,95.6,0,No,
O52574,P2112,30,0,57.15,0,No,
O52575,P2272,40,20,140.59,0,No,
O52576,P2140,40,20,90.59,0,No,
O52577,P2276,30,0,70.52,0,No,
O52578,P2131,35,0,90.35,0,No,
O52579,P2280,40,0,66.41,0,Yes,No Show
O52580,P2003,40,10,62.93,0,No,
O52581,P2272,35,20,122.67,0,Yes,Rude Behavior
O52582,P2281,25,10,66.57,20,No,
O52583,P2270,25,0,69.53,0,No,
O52584,P2207,35,20,91.05,0,No,
O52585,P2269,25,0,27.35,20,No,
O52586,P2062,35,0,74.62,20,No,
O52587,P2278,40,50,135.97,0,No,
O52588,P2282,40,0,82.91,10,No,
O52589,P2100,25,20,41.6,10,No,
O52590,P2144,40,20,103.0,0,No,
O52591,P2193,25,10,89.05,10,No,
O52592,P2160,35,10,58.39,0,No,
O52593,P2031,40,20,113.25,20,No,
O52594,P2039,35,0,67.81,0,No,
O52595,P2108,25,10,55.36,10,No,
O52596,P2045,35,20,110.79,0,No,
O52597,P2213,30,20,124.28,0,No,
O52598,P2171,35,10,95.01,10,Yes,Wrong Order
O52599,P2102,30,0,51.53,20,No,
O52600,P2064,35,10,41.9,20,Yes,No Show
O52601,P2186,30,10,94.75,0,No,
O52602,P2199,35,0,78.87,0,No,
O52603,P2237,40,20,,0,No,
O52604,P2120,35,0,76.29,10,No,
O52605,P2010,25,10,113.66999999999999,20,Yes,Late Delivery
O52606,P2045,30,50,99.29,0,No,
O52607,P2242,25,10,99.87,0,No,
O52608,P2142,30,0,99.99,0,Yes,Late Delivery
O52609,P2032,25,10,90.0,10,No,
O52610,P2284,40,10,84.66,0,No,
O52611,P2144,40,20,126.19999999999999,10,No,
O52612,P2085,35,20,45.519999999999996,20,No,
O52613,P2229,40,10,64.95,0,No,
O52614,P2045,35,20,115.06,0,No,
O52615,P2228,40,20,88.0,0,No,
O52616,P2065,40,10,114.84,0,Yes,Late Delivery
O52617,P2120,35,10,50.3,0,Yes,Wrong Order
O52618,P2214,30,50,164.71,0,No,
O52619,P2000,25,50,116.88,10,No,
O52620,P2039,35,20,58.709999999999994,20,No,
O52621,P2026,30,0,86.24,0,No,
O52622,P2267,35,0,120.87,10,No,
O52623,P2270,40,50,170.26,0,Yes,Rude Behavior
O52624,P2203,30,0,94.82,0,No,
O52625,P2089,25,10,73.59,0,No,
O52626,P2294,40,50,121.65,20,No,
O52627,P2238,25,0,105.9,0,No,
O52628,P2063,25,50,100.39,20,No,
O52629,P2079,25,20,150.52,0,No,
O52630,P2150,35,0,160.27,0,No,
O52631,P2283,40,0,94.2,20,No,
O52632,P2247,40,50,114.7,10,No,
O52633,P2234,35,10,110.66,0,No,
O52634,P2051,30,20,94.99,10,No,
O52635,P2162,40,0,109.1,0,No,
O52636,P2006,25,10,108.54,0,No,
O52637,P2107,35,10,85.56,0,No,
O52638,P2044,30,0,94.67,20,No,
O52639,P2183,30,0,49.05,10,No,
O52640,P2054,35,0,90.75,0,No,
O52641,P2024,35,0,72.27,10,No,
O52642,P2255,40,20,118.9,0,No,
O52643,P2042,30,20,80.46,0,No,
O52644,P2036,30,10,70.78,0,No,
O52645,P2108,40,20,105.37,0,No,
O52646,P2107,40,0,45.52,10,No,
O52647,P2248,30,0,101.58,0,No,
O52648,P2217,30,10,56.71,0,No,
O52649,P2046,25,0,99.46,0,No,
O52650,P2023,35,20,95.49,0,Yes,Late Delivery
O52651,P2059,25,10,61.22,0,Yes,Late Delivery
O52652,P2091,40,0,137.74,0,Yes,Late Delivery
O52653,P2164,40,10,138.1,0,Yes,Late Delivery
O52654,P2250,40,0,86.55,0,No,
O52655,P2229,35,0,62.38,0,No,
O52656,P2243,35,20,64.49,0,No,
O52657,P2148,30,20,91.21,0,No,
O52658,P2078,25,10,54.11,0,No,
O52659,P2078,35,0,79.88,0,No,
O52660,P2293,40,0,96.4,0,No,
O52661,P2163,25,0,61.93000000000001,10,No,
O52662,P2141,40,20,120.27000000000001,10,No,
O52663,P2219,25,0,73.81,0,No,
O52664,P2110,35,50,179.55,0,No,
O52665,P2053,35,50,111.49000000000001,20,No,
O52666,P2103,35,10,73.12,0,Yes,Late Delivery
O52667,P2210,25,0,57.86,0,No,
O52668,P2170,30,20,62.769999999999996,20,No,
O52669,P2040,30,0,48.89,0,No,
O52670,P2130,40,10,112.35,0,No,
O52671,P2108,25,10,74.66,0,No,
O52672,P2250,35,20,55.519999999999996,10,Yes,Late Delivery
O52673,P2171,35,0,76.74,0,Yes,Late Delivery
O52674,P2088,25,0,71.24,0,Yes,Late Delivery
O52675,P2164,35,10,31.5,20,No,
O52676,P2024,30,0,84.21,0,Yes,Late Delivery
O52677,P2137,35,20,57.42,10,No,
O52678,P2293,40,10,124.24,0,No,
O52679,P2107,35,0,46.38,0,No,
O52680,P2162,25,50,92.34,0,No,
O52681,P2244,40,0,106.76,10,No,
O52682,P2252,35,20,81.58,10,No,
O52683,P2091,35,10,94.32,10,No,
O52684,P2074,40,20,141.69,0,Yes,Late Delivery
O52685,P2268,40,50,148.01,0,No,
O52686,P2030,25,0,32.57,10,No,
O52687,P2023,40,0,100.36,20,No,
O52688,P2176,25,0,43.71,0,Yes,Rude Behavior
O52689,P2030,35,0,49.739999999999995,20,No,
O52690,P2100,25,0,81.78,0,No,
O52691,P2121,30,10,79.33,10,No,
O52692,P2023,35,20,105.25,10,No,
O52693,P2209,30,0,121.15,10,No,
O52694,P2274,35,10,108.2,0,No,
O52695,P2234,35,50,102.4,0,No,
O52696,P2289,30,0,87.01,0,Yes,Late Delivery
O52697,P2042,35,0,80.93,0,No,
O52698,P2030,25,20,88.05,10,No,
O52699,P2226,35,20,64.36,0,No,
O52700,P2086,25,0,62.26,0,Yes,Late Delivery
O52701,P2185,25,50,160.18,20,No,
O52702,P2215,30,0,85.67,10,Yes,Rude Behavior
O52703,P2051,35,20,64.12,0,No,
O52704,P2266,35,20,65.38,0,No,
O52705,P2102,35,0,116.53,10,Yes,Late Delivery
O52706,P2296,30,10,112.0,0,No,
O52707,P2013,40,10,85.73,0,No,
O52708,P2082,35,50,169.05,0,No,
O52709,P2175,25,0,93.8,20,No,
O52710,P2075,40,20,72.66,0,No,
O52711,P2115,30,0,91.02,20,Yes,Rude Behavior
O52712,P2021,40,0,45.730000000000004,20,No,
O52713,P2159,35,0,56.53,0,Yes,No Show
O52714,P2010,40,0,51.73,10,No,
O52715,P2096,35,10,68.8,0,No,
O52716,P2072,40,50,207.82,0,No,
O52717,P2008,40,10,88.03,20,No,
O52718,P2238,40,0,72.39,10,Yes,Late Delivery
O52719,P2131,35,50,121.28999999999999,10,No,
O52720,P2276,25,20,89.14,10,Yes,Late Delivery
O52721,P2293,35,10,84.58,0,Yes,Late Delivery
O52722,P2287,25,0,80.27,10,No,
O52723,P2006,35,0,32.55,10,No,
O52724,P2150,30,0,67.39,0,No,
O52725,P2265,25,20,144.56,0,No,
O52726,P2088,40,50,139.84,10,No,
O52727,P2133,40,0,96.29,0,No,
O52728,P2102,30,50,96.74,0,Yes,Late Delivery
O52729,P2178,25,50,126.8,0,Yes,Rude Behavior
O52730,P2130,35,0,60.66,0,No,
O52731,P2196,30,20,92.68,0,No,
O52732,P2022,35,10,61.68,0,Yes,Rude Behavior
O52733,P2193,35,20,131.46,0,No,
O52734,P2266,30,0,37.84,0,No,
O52735,P2252,35,20,104.9,20,No,
O52736,P2271,40,20,106.95,20,Yes,Wrong Order
O52737,P2130,25,10,43.48,0,No,
O52738,P2245,30,10,101.65,0,No,
O52739,P2047,25,20,59.08,0,No,
O52740,P2289,40,20,144.65,0,Yes,Rude Behavior
O52741,P2290,40,20,74.86,10,No,
O52742,P2293,30,10,46.61,0,No,
O52743,P2090,30,0,48.4,0,No,
O52744,P2020,30,0,40.85,0,No,
O52745,P2254,30,0,82.73,10,No,
O52746,P2204,25,20,52.98,0,No,
O52747,P2202,40,0,45.89,0,No,
O52748,P2197,40,50,97.14,0,Yes,
O52749,P2169,40,0,62.31,0,Yes,Rude Behavior
O52750,P2042,40,10,110.02,0,No,
O52751,P2197,25,0,65.32,0,Yes,Late Delivery
O52752,P2258,25,20,31.82,20,No,
O52753,P2027,25,10,94.5,20,No,
O52754,P2051,25,10,45.04,0,Yes,Late Delivery
O52755,P2280,25,10,62.02,0,No,
O52756,P2186,30,20,90.16,0,No,
O52757,P2046,40,20,120.67,0,No,
O52758,P2101,40,50,104.32,0,No,
O52759,P2117,40,20,79.69,0,Yes,Wrong Order
O52760,P2135,25,20,53.9,0,No,
O52761,P2264,25,10,102.27,0,No,
O52762,P2193,35,20,90.43,20,No,
O52763,P2209,25,0,69.8,10,No,
O52764,P2071,25,0,68.95,20,No,
O52765,P2213,30,50,126.23,0,No,
O52766,P2268,30,20,71.75,0,No,
O52767,P2299,40,0,45.24,10,No,
O52768,P2223,35,10,63.74,0,No,
O52769,P2029,25,20,69.41,10,No,
O52770,P2148,40,0,61.56,10,No,
O52771,P2154,35,10,69.87,10,No,
O52772,P2013,40,0,139.06,0,No,
O52773,P2222,30,10,64.83,0,Yes,Wrong Order
O52774,P2224,30,0,34.57,20,Yes,No Show
O52775,P2152,30,0,40.18,0,Yes,Late Delivery
O52776,P2193,35,20,68.13,0,No,
O52777,P2146,30,10,59.23,0,No,
O52778,P2293,40,10,71.6,20,No,
O52779,P2170,30,10,102.24,10,No,
O52780,P2267,30,0,55.3,0,No,
O52781,P2164,40,0,64.1,10,Yes,Rude Behavior
O52782,P2239,25,20,62.64,10,No,
O52783,P2200,25,0,80.83,0,No,
O52784,P2219,35,20,126.64,0,No,
O52785,P2106,35,10,105.91,0,No,
O52786,P2124,40,20,88.9,10,No,
O52787,P2229,40,20,71.11,10,No,
O52788,P2289,25,10,108.37,10,No,
O52789,P2219,40,20,113.38,10,No,
O52790,P2248,25,0,73.77,0,No,
O52791,P2115,35,0,46.88,0,No,
O52792,P2143,30,20,78.29,0,No,
O52793,P2141,25,50,117.68,0,Yes,Wrong Order
O52794,P2070,35,20,110.88,0,No,
O52795,P2215,30,0,46.81,0,No,
O52796,P2022,30,10,66.62,10,No,
O52797,P2280,25,0,58.57,0,No,
O52798,P2002,40,10,61.349999999999994,20,No,
O52799,P2171,40,0,79.66,10,Yes,Late Delivery
O52800,P2072,25,0,39.64,0,No,
O52801,P2205,30,10,55.94,0,No,
O52802,P2199,25,0,78.14,10,No,
O52803,P2228,35,20,81.59,20,No,
O52804,P2297,35,0,60.349999999999994,10,Yes,Wrong Order
O52805,P2081,35,20,77.88,0,Yes,Late Delivery
O52806,P2281,40,20,60.16,20,No,
O52807,P2063,30,20,101.19,0,No,
O52808,P2198,40,0,98.98,10,No,
O52809,P2203,30,50,172.85,0,Yes,Late Delivery
O52810,P2040,35,10,132.09,0,No,
O52811,P2087,35,10,107.24,0,No,
O52812,P2229,40,0,82.0,0,No,
O52813,P2127,35,50,161.04,0,No,
O52814,P2030,30,0,69.36,0,No,
O52815,P2108,40,0,52.73,0,Yes,Rude Behavior
O52816,P2100,25,20,71.34,0,No,
O52817,P2279,30,10,62.09,0,No,
O52818,P2075,40,50,151.86,0,No,
O52819,P2037,40,20,100.78,0,No,
O52820,P2299,35,10,87.17,0,No,
O52821,P2091,30,10,84.99,10,No,
O52822,P2239,30,10,36.61,10,No,
O52823,P2169,40,10,80.48,0,Yes,Wrong Order
O52824,P2045,35,20,98.19,20,No,
O52825,P2022,25,10,24.47,20,No,
O52826,P2221,40,20,102.6,0,No,
O52827,P2269,30,10,129.46,0,No,
O52828,P2045,35,20,100.41,0,No,
O52829,P2110,40,10,76.91,10,No,
O52830,P2265,25,20,92.65,0,No,
O52831,P2172,25,0,66.31,20,No,
O52832,P2082,40,0,69.2,20,No,
O52833,P2295,30,20,44.739999999999995,20,No,
O52834,P2033,40,10,140.18,0,No,
O52835,P2011,40,0,107.79,0,Yes,Wrong Order
O52836,P2271,40,10,83.24,0,No,
O52837,P2047,35,0,98.99,20,No,
O52838,P2064,40,20,179.11,0,No,
O52839,P2269,40,10,105.91,0,No,
O52840,P2260,25,10,57.49,0,No,
O52841,P2024,35,20,122.6,0,No,
O52842,P2073,30,20,109.16,0,Yes,Late Delivery
O52843,P2111,35,10,59.79,0,No,
O52844,P2214,25,0,61.42,0,No,
O52845,P2266,25,10,94.07,0,No,
O52846,P2171,35,10,29.47,20,No,
O52847,P2104,35,10,96.34,0,No,
O52848,P2011,40,0,55.05,0,No,
O52849,P2071,25,50,178.02,0,No,
O52850,P2272,30,0,34.31,10,No,
O52851,P2043,25,0,48.31999999999999,20,No,
O52852,P2187,35,10,50.52,10,No,
O52853,P2039,35,20,66.64,20,No,
O52854,P2193,35,0,87.52,0,No,
O52855,P2236,35,0,75.51,0,No,
O52856,P2081,40,20,74.35,10,No,
O52857,P2185,30,20,81.64,0,No,
O52858,P2264,30,0,55.15,0,No,
O52859,P2211,30,0,69.44,0,Yes,Wrong Order
O52860,P2261,30,10,46.8,0,No,
O52861,P2096,40,50,101.83,0,No,
O52862,P2159,35,0,111.55,10,Yes,Wrong Order
O52863,P2160,30,10,70.33,0,No,
O52864,P2136,35,50,172.83,0,No,
O52865,P2001,30,20,106.89,0,Yes,Rude Behavior
O52866,P2068,25,10,93.26,0,No,
O52867,P2291,25,0,46.73,0,No,
O52868,P2111,35,0,107.35,0,No,
O52869,P2120,30,10,124.4,0,No,
O52870,P2127,30,20,111.51,0,No,
O52871,P2246,25,0,94.91,0,Yes,Late Delivery
O52872,P2287,25,20,57.42,0,No,
O52873,P2068,40,10,160.07,0,No,
O52874,P2096,25,10,72.86,0,No,
O52875,P2266,35,0,86.12,20,No,
O52876,P2141,30,0,105.82,20,Yes,Late Delivery
O52877,P2163,40,0,139.58,0,Yes,Late Delivery
O52878,P2228,40,0,99.5,0,No,
O52879,P2254,30,10,58.81,0,No,
O52880,P2288,25,20,58.31999999999999,10,No,
O52881,P2278,35,0,67.26,20,Yes,Late Delivery
O52882,P2022,40,10,65.11,0,No,
O52883,P2067,40,20,97.56,20,No,
O52884,P2144,40,0,69.63,0,No,
O52885,P2281,25,10,98.43,0,No,
O52886,P2234,30,0,88.32,20,Yes,Wrong Order
O52887,P2188,25,0,35.99,0,No,
O52888,P2213,30,20,97.16,10,No,
O52889,P2286,40,0,27.36,20,No,
O52890,P2144,30,0,40.14,10,No,
O52891,P2065,40,0,116.16,0,No,
O52892,P2146,30,0,34.1,0,No,
O52893,P2009,25,0,59.63,0,No,
O52894,P2103,30,10,122.75,0,No,
O52895,P2221,25,50,89.21,20,No,
O52896,P2149,40,20,97.34,0,Yes,Wrong Order
O52897,P2203,35,20,78.92,0,No,
O52898,P2195,35,0,95.99,0,No,
O52899,P2036,30,20,83.56,10,No,
O52900,P2071,35,0,94.64,10,No,
O52901,P2012,40,20,92.69,0,No,
O52902,P2227,35,20,61.99,0,No,
O52903,P2040,30,0,84.19,0,No,
O52904,P2149,30,20,60.73,0,No,
O52905,P2066,30,10,69.73,0,No,
O52906,P2152,35,50,107.92,10,Yes,
O52907,P2293,25,0,23.4,10,No,
O52908,P2290,35,50,128.18,0,Yes,No Show
O52909,P2173,35,50,117.77,10,No,
O52910,P2236,25,0,64.84,0,No,
O52911,P2200,35,20,115.94,10,No,
O52912,P2237,30,0,38.41,0,No,
O52913,P2039,35,10,87.72,0,No,
O52914,P2255,35,20,74.5,10,No,
O52915,P2069,30,0,50.56,10,No,
O52916,P2183,25,0,97.26,0,No,
O52917,P2174,40,10,92.04,0,No,
O52918,P2007,25,10,65.75,20,No,
O52919,P2103,40,20,65.43,10,Yes,Late Delivery
O52920,P2142,30,20,62.35,0,No,
O52921,P2140,40,0,88.48,0,No,
O52922,P2078,25,10,82.55,10,No,
O52923,P2134,35,0,84.41,0,No,
O52924,P2151,30,10,74.41,20,No,
O52925,P2064,35,10,52.19,20,No,
O52926,P2103,40,0,158.17,0,No,
O52927,P2196,30,0,112.93,0,No,
O52928,P2262,40,20,98.49,0,No,
O52929,P2187,40,0,74.22,0,Yes,Late Delivery
O52930,P2052,40,10,112.05,0,Yes,Rude Behavior
O52931,P2154,40,0,79.9,0,No,
O52932,P2119,40,0,102.94,0,No,
O52933,P2037,40,20,77.02,20,Yes,Late Delivery
O52934,P2259,40,0,36.9,10,No,
O52935,P2236,30,20,63.67,0,No,
O52936,P2053,30,10,122.32,0,Yes,Wrong Order
O52937,P2138,30,50,116.66,0,No,
O52938,P2049,25,50,135.41,0,No,
O52939,P2115,25,20,56.97,0,No,
O52940,P2178,25,0,33.62,10,No,
O52941,P2101,35,0,104.65,0,No,
O52942,P2012,30,0,73.75,0,No,
O52943,P2039,35,10,151.62,0,No,
O52944,P2019,35,0,139.45,0,No,
O52945,P2176,30,20,80.84,0,No,
O52946,P2190,35,50,175.63,0,No,
O52947,P2205,40,0,146.59,0,No,
O52948,P2299,30,0,117.18,0,Yes,Late Delivery
O52949,P2135,35,10,66.21,0,No,
O52950,P2128,25,10,90.54,0,No,
O52951,P2047,25,10,57.75,0,No,
O52952,P2015,40,0,55.89,0,No,
O52953,P2267,25,0,39.33,10,No,
O52954,P2285,30,50,107.89,0,No,
O52955,P2105,40,50,135.89,20,Yes,Late Delivery
O52956,P2061,25,50,150.18,0,No,
O52957,P2244,35,20,105.56,0,No,
O52958,P2215,35,10,57.85,0,Yes,Late Delivery
O52959,P2178,40,50,182.05,0,No,
O52960,P2011,40,0,74.16,0,Yes,Late Delivery
O52961,P2057,35,0,81.03,10,No,
O52962,P2052,30,0,34.78,10,No,
O52963,P2042,35,0,96.03,10,No,
O52964,P2153,35,10,156.45,20,No,
O52965,P2291,25,0,80.99,0,No,
O52966,P2094,25,0,73.39,0,No,
O52967,P2245,40,0,71.85,0,No,
O52968,P2201,25,10,109.45,0,No,
O52969,P2082,40,0,97.6,0,No,
O52970,P2111,40,0,85.05,0,No,
O52971,P2011,25,0,41.53,0,No,
O52972,P2277,25,10,130.93,0,No,
O52973,P2142,40,20,58.45,10,Yes,No Show
O52974,P2035,25,50,133.34,0,No,
O52975,P2182,30,0,44.45,10,No,
O52976,P2156,40,20,93.33,0,No,
O52977,P2013,25,20,82.58,10,No,
O52978,P2127,25,0,86.53,0,No,
O52979,P2194,25,10,81.99,0,No,
O52980,P2229,40,0,62.31,0,No,
O52981,P2106,35,0,115.75,0,No,
O52982,P2032,30,0,80.63,0,No,
O52983,P2017,25,10,83.73,10,Yes,Wrong Order
O52984,P2016,30,0,87.37,0,No,
O52985,P2068,35,0,48.5,0,No,
O52986,P2237,25,0,72.1,0,No,
O52987,P2251,40,10,111.83,0,No,
O52988,P2180,25,20,97.61,10,Yes,Wrong Order
O52989,P2042,30,0,77.4,20,No,
O52990,P2134,25,20,85.54,10,No,
O52991,P2284,25,20,99.18,0,No,
O52992,P2037,35,10,99.94,0,No,
O52993,P2176,30,10,113.1,0,Yes,Late Delivery
O52994,P2229,30,10,54.39,0,No,
O52995,P2141,30,20,94.74,0,No,
O52996,P2034,30,0,119.24,0,No,
O52997,P2252,35,20,97.9,0,No,
O52998,P2152,30,0,67.0,0,No,
O52999,P2093,40,10,86.77,0,No,
O53000,P2255,40,10,98.52,0,Yes,Late Delivery
O53001,P2055,40,50,186.54,0,No,
O53002,P2176,25,50,137.25,0,No,
O53003,P2024,25,10,41.7,0,No,
O53004,P2190,35,10,111.12,0,No,
O53005,P2097,35,20,88.18,0,No,
O53006,P2176,35,0,106.69,0,No,
O53007,P2191,25,10,31.18,10,No,
O53008,P2066,40,50,105.97,10,No,
O53009,P2000,30,10,124.26,0,No,
O53010,P2175,35,10,56.87,0,No,
O53011,P2274,40,10,125.42,0,No,
O53012,P2229,25,0,60.46,0,Yes,Wrong Order
O53013,P2023,35,50,122.49000000000001,20,Yes,Wrong Order
O53014,P2058,35,0,60.87,0,No,
O53015,P2267,35,10,110.54,10,No,
O53016,P2020,30,0,129.04,0,No,
O53017,P2050,30,0,82.86,10,No,
O53018,P2028,40,0,77.24,0,Yes,Late Delivery
O53019,P2139,30,0,87.24,0,Yes,Wrong Order
O53020,P2120,40,10,121.87,0,No,
O53021,P2107,30,0,117.84,10,No,
O53022,P2066,40,20,112.5,0,No,
O53023,P2091,35,10,74.2,10,Yes,Rude Behavior
O53024,P2044,40,0,55.260000000000005,20,Yes,Late Delivery
O53025,P2099,30,20,109.72,10,No,
O53026,P2064,25,10,56.75,0,No,
O53027,P2140,25,0,42.82,0,No,
O53028,P2202,35,0,68.48,0,No,
O53029,P2226,35,0,120.1,0,No,
O53030,P2052,35,0,104.44,10,No,
O53031,P2246,25,0,88.09,0,No,
O53032,P2019,25,0,33.15,0,No,
O53033,P2022,25,0,55.69,0,Yes,Late Delivery
O53034,P2029,30,10,64.53,0,Yes,Rude Behavior
O53035,P2292,40,50,139.54,0,No,
O53036,P2165,35,0,80.8,0,No,
O53037,P2017,30,10,75.9,0,No,
O53038,P2044,30,10,108.02,0,No,
O53039,P2072,40,10,41.38,20,No,
O53040,P2160,35,0,109.63,0,Yes,Rude Behavior
O53041,P2155,40,20,156.23,0,No,
O53042,P2044,30,10,106.59,0,No,
O53043,P2233,35,20,85.4,10,No,
O53044,P2033,35,10,123.41,0,No,
O53045,P2018,25,0,123.27,0,No,
O53046,P2098,40,0,65.95,10,Yes,Late Delivery
O53047,P2229,35,10,70.87,0,Yes,Rude Behavior
O53048,P2050,25,0,29.67,0,No,
O53049,P2079,40,10,59.89,0,No,
O53050,P2044,40,20,136.21,0,No,
O53051,P2148,30,0,37.8,0,Yes,Rude Behavior
O53052,P2164,30,0,96.36,0,No,
O53053,P2081,35,0,47.57,0,No,
O53054,P2022,40,20,79.31,0,No,
O53055,P2081,35,0,73.82,20,No,
O53056,P2163,30,0,59.09,0,No,
O53057,P2017,25,0,35.66,0,No,
O53058,P2251,35,20,104.98,20,No,
O53059,P2010,30,0,111.28999999999999,20,No,
O53060,P2186,25,10,94.5,0,Yes,Late Delivery
O53061,P2015,30,0,54.89,10,No,
O53062,P2124,40,10,61.09,10,No,
O53063,P2297,25,0,60.91,0,No,
O53064,P2170,25,0,54.75,20,No,
O53065,P2060,30,0,113.95,0,No,
O53066,P2163,30,50,116.84,0,Yes,Rude Behavior
O53067,P2149,30,20,61.34,20,No,
O53068,P2129,25,0,103.39,0,Yes,Wrong Order
O53069,P2272,40,20,156.04,0,Yes,Late Delivery
O53070,P2243,35,0,91.64,0,Yes,Rude Behavior
O53071,P2132,30,0,94.52,0,No,
O53072,P2143,40,0,155.57,0,No,
O53073,P2229,25,0,95.65,0,No,
O53074,P2278,25,10,91.68,0,No,
O53075,P2140,25,50,100.18,0,No,
O53076,P2293,25,0,121.1,0,No,
O53077,P2140,25,0,47.23,0,No,
O53078,P2013,30,10,110.08000000000001,20,No,
O53079,P2023,25,10,90.1,0,No,
O53080,P2209,40,20,74.19,10,No,
O53081,P2132,40,20,97.03,0,No,
O53082,P2023,35,0,141.88,0,No,
O53083,P2044,30,10,46.230000000000004,20,No,
